DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,dayid,compnumber
2006-08-21,0,0,0,0,30,20.6,0,0,0,0,1,1505
2006-08-22,0,0,0,0,30,20.6,310,260,3.1,4,2,1477
2006-08-23,0,0,0,0,31.1,20,0,0,0,0,3,1526
2006-08-24,0,20.8,0,0,28.3,18.9,0,0,0,0,4,1543
2006-08-25,0,2.8,0,0,23.3,18.9,0,0,0,0,5,1520
2006-08-26,0,19.8,0,0,20.6,17.2,0,0,0,0,6,1399
2006-08-27,0,17,0,0,23.3,16.7,0,0,0,0,7,1195
2006-08-28,0,8.9,0,0,25,21.1,0,0,0,0,8,1370
2006-08-29,0,11.2,0,0,21.7,17.8,0,0,0,0,9,1269
2006-08-30,0,3.8,0,0,22.8,16.7,0,0,0,0,10,1536
2006-08-31,0,0,0,0,22.2,16.1,0,0,0,0,11,1445
2006-09-01,0,2.8,0,0,19.4,15.6,0,0,0,0,12,1833
2006-09-02,0,31.5,0,0,18.9,15,0,0,0,0,13,1240
2006-09-03,0,0,0,0,23.9,17.2,0,0,0,0,14,1310
2006-09-04,0,0,0,0,23.9,15.6,0,0,0,0,15,1407
2006-09-05,0,11.7,0,0,20.6,16.1,0,0,0,0,16,1426
2006-09-06,0,0,0,0,23.9,15.6,0,0,0,0,17,1507
2006-09-07,0,0,0,0,26.7,16.1,0,0,0,0,18,1530
2006-09-08,0,0,0,0,27.2,18.9,0,0,0,0,19,1663
2006-09-09,0,0,0,0,27.8,19.4,0,0,0,0,20,1483
2006-09-10,0,0,0,0,22.8,16.7,0,0,0,0,21,1372
2006-09-11,0,0,0,0,21.1,13.3,0,0,0,0,22,1454
2006-09-12,0,0,0,0,21.1,11.1,0,0,0,0,23,1379
2006-09-13,0,0,0,0,19.4,13.3,0,0,0,0,24,1573
2006-09-14,0,17.3,0,0,19.4,17.8,0,0,0,0,25,1535
2006-09-15,0,25.1,0,0,19.4,17.8,0,0,0,0,26,1564
2006-09-16,0,0.3,0,0,25.6,17.8,0,0,0,0,27,1429
2006-09-17,0,0,0,0,26.7,17.2,0,0,0,0,28,1346
2006-09-18,0,0,0,0,28.3,18.3,0,0,0,0,29,1384
2006-09-19,0.4,0.3,0,0,26.7,19.4,340,60,3.6,10.7,30,1479
2006-09-20,3,0,0,0,21.7,14.4,270,270,7.6,11.6,31,1703
2006-09-21,1.6,0,0,0,20,11.1,350,340,5.4,8,32,1551
2006-09-22,1.4,0,0,0,20.6,11.7,220,240,5.4,9.8,33,1635
2006-09-23,2.2,2.5,0,0,23.9,17.2,250,240,5.4,10.3,34,1497
2006-09-24,2.8,0.3,0,0,26.1,19.4,250,240,7.2,13,35,1464
2006-09-25,2.9,0,0,0,22.2,16.7,270,290,6.3,10.7,36,1598
2006-09-26,1.6,0,0,0,22.8,13.9,250,260,5.4,7.6,37,1600
2006-09-27,1.7,0,0,0,22.8,13.3,180,170,3.6,8,38,1563
2006-09-28,2.2,0.3,0,0,23.9,16.7,170,130,5.8,10.7,39,1671
2006-09-29,2,1.8,0,0,18.9,11.7,280,270,6.7,10.3,40,1639
2006-09-30,1.6,0,0,0,18.9,9.4,160,170,5.4,9.8,41,1517
2006-10-01,1.8,8.9,0,0,20,13.3,280,260,5.4,10.3,42,1689
2006-10-02,1.7,0,0,0,20,11.7,300,90,5.4,12.5,43,1528
2006-10-03,1.7,0,0,0,26.1,13.3,250,230,5.4,8,44,1560
2006-10-04,1.6,15.7,0,0,25.6,17.8,240,210,5.8,9.8,45,1633
2006-10-05,2.7,1.3,0,0,18.9,11.1,50,20,7.2,10.7,46,1516
2006-10-06,4,0,0,0,13.9,11.1,70,50,8,13.4,47,1742
2006-10-07,3.4,0,0,0,17.2,10.6,60,70,7.6,11.2,48,1448
2006-10-08,0.4,0,0,0,21.7,10.6,250,170,2.7,4,49,1336
2006-10-09,0.8,0,0,0,25.6,12.8,250,250,3.6,5.8,50,1381
2006-10-10,1.3,0,0,0,24.4,13.9,130,120,5.4,7.6,51,1610
2006-10-11,3,40.9,0,0,17.2,15,60,40,7.2,10.3,52,1366
2006-10-12,2.4,7.9,0,0,20,10,280,260,8,15.6,53,1633
2006-10-13,2.4,0,0,0,12.8,5,250,240,6.3,11.6,54,1585
2006-10-14,2.5,0,0,0,15,6.1,280,260,7.2,13.4,55,1406
2006-10-15,1.8,0,0,0,14.4,5.6,240,230,6.3,10.3,56,1361
2006-10-16,1.2,0,0,0,16.1,6.1,240,190,4.5,7.2,57,1430
2006-10-17,2.7,27.7,0,0,16.1,12.2,150,170,6.3,13.4,58,1359
2006-10-18,1.9,0,0,0,22.2,16.1,230,280,4.5,12.5,59,1606
2006-10-19,1.2,1.3,0,0,20,13.9,140,250,4.5,8,60,1553
2006-10-20,2.9,11.4,0,0,18.9,8.3,290,260,9.8,19.2,61,1680
2006-10-21,2.6,0,0,0,13.9,6.7,310,310,7.6,13.4,62,1474
2006-10-22,1.5,0,0,0,15,7.8,250,180,5.4,7.6,63,1346
2006-10-23,2.8,0,0,0,12.8,6.7,290,280,7.2,11.6,64,1432
2006-10-24,3.3,0,0,0,11.1,5,300,310,6.7,11.2,65,1446
2006-10-25,3.6,0,0,0,12.8,5.6,310,290,8,13.9,66,1516
2006-10-26,2.6,0,0,0,10,4.4,280,250,5.8,10.3,67,1486
2006-10-27,1,8.1,0,0,10.6,2.8,140,340,4.5,11.2,68,1647
2006-10-28,4.2,56.4,0,0,19.4,7.8,270,170,10.7,18.3,69,1398
2006-10-29,5.1,0,0,0,11.7,7.2,280,260,10.3,20.6,70,1322
2006-10-30,3,0,0,0,15.6,6.7,240,260,5.8,10.7,71,1415
2006-10-31,2.6,0,0,0,20,11.1,250,240,5.4,9.8,72,1663
2006-11-01,1.3,0.3,0,0,20.6,13.9,240,230,4,8.9,73,2005
2006-11-02,2.3,6.6,0,0,15.6,6.1,20,340,6.3,13,74,1451
2006-11-03,2.5,0,0,0,8.3,2.2,300,290,6.3,9.8,75,1568
2006-11-04,1.5,0,0,0,8.3,1.7,290,280,4.5,7.2,76,1346
2006-11-05,0.9,0,0,0,10,2.8,250,270,4.5,6.7,77,1209
2006-11-06,1.6,0,0,0,13.3,5,240,240,5.4,7.2,78,1464
2006-11-07,1.1,0.5,0,0,15,8.3,150,180,4.5,6.7,79,1301
2006-11-08,2.3,91.4,0,0,15,13.3,60,40,7.2,10.3,80,1316
2006-11-09,2.2,0,0,0,20,13.3,260,270,5.4,8.9,81,1588
2006-11-10,1.7,0,0,0,15.6,10.6,300,80,6.7,11.2,82,1668
2006-11-11,1.9,0,0,0,18.9,9.4,170,160,5.4,9.4,83,1487
2006-11-12,3.1,7.4,0,0,16.1,8.9,70,30,7.6,10.7,84,1267
2006-11-13,5.7,10.9,0,0,16.1,11.1,60,50,10.3,17,85,1402
2006-11-14,1.7,2,0,0,16.1,12.2,50,210,5.8,11.6,86,1477
2006-11-15,1.5,0,0,0,17.2,13.3,180,10,4,7.6,87,1621
2006-11-16,2.9,18.5,0,0,20.6,15,180,170,7.6,17.4,88,1442
2006-11-17,2.8,0,0,0,17.8,8.9,180,180,7.6,12.5,89,1608
2006-11-18,2,0,0,0,11.7,6.1,340,310,5.4,8,90,1380
2006-11-19,1.6,0,0,0,8.9,5.6,300,90,4.5,8,91,1200
2006-11-20,2.2,0,0,0,7.2,3.3,350,30,5.4,8,92,1432
2006-11-21,2.6,0,0,0,7.8,1.7,60,360,5.8,7.6,93,1472
2006-11-22,5.5,0.3,0,0,7.8,3.3,50,40,9.4,13.9,94,1458
2006-11-23,4.4,43.7,0,0,6.7,4.4,40,40,10.7,15.6,95,962
2006-11-24,3.1,4.8,0,0,14.4,5,20,10,6.7,13,96,1381
2006-11-25,1.8,0,0,0,11.7,4.4,110,360,4.5,13,97,1419
2006-11-26,1.6,0,0,0,15,7.2,240,230,6.3,9.8,98,1206
2006-11-27,1,0,0,0,17.8,8.3,240,240,4.5,8,99,1413
2006-11-28,1.8,0,0,0,14.4,10.6,110,330,5.4,8.5,100,1471
2006-11-29,1.7,0,0,0,15,10,160,340,4.5,10.3,101,1387
2006-11-30,2.6,0,0,0,20.6,14.4,230,240,7.6,12.5,102,1596
2006-12-01,3.5,5.8,0,0,21.1,9.4,280,260,10.3,19.7,103,1835
2006-12-02,3.7,0,0,0,9.4,3.9,280,280,9.4,16.5,104,1459
2006-12-03,2.2,0,0,0,7.8,1.7,240,240,5.8,8.9,105,1244
2006-12-04,3.1,0,0,0,5,-0.6,280,310,8,14.3,106,1353
2006-12-05,2.8,0,0,0,2.8,-1.7,270,260,7.6,11.6,107,1432
2006-12-06,2.8,0,0,0,9.4,-0.6,200,240,7.6,13.4,108,1529
2006-12-07,3,0,0,0,11.7,-3.3,300,300,9.4,17,109,1419
2006-12-08,5.1,0,0,0,-1.7,-7.8,300,310,10.3,17.9,110,1455
2006-12-09,3.5,0,0,0,3.3,-4.4,250,250,6.7,13,111,1347
2006-12-10,3.2,0,0,0,12.2,1.7,260,250,6.7,10.7,112,1297
2006-12-11,1.8,0,0,0,13.9,7.2,30,360,4,5.8,113,1445
2006-12-12,2.6,0,0,0,9.4,6.7,50,90,6.7,11.2,114,1608
2006-12-13,2.9,5.3,0,0,12.8,9.4,220,30,6.3,12.5,115,1425
2006-12-14,2.3,0,0,0,13.9,7.8,240,250,6.3,10.7,116,1411
2006-12-15,1.7,0.3,0,0,11.1,6.7,290,270,8,14.3,117,1670
2006-12-16,2.5,0,0,0,10.6,5,340,280,5.8,9.8,118,1341
2006-12-17,2.6,0,0,0,13.3,5.6,240,230,7.2,10.7,119,1226
2006-12-18,2.4,0,0,0,15,6.7,300,320,6.7,12.5,120,1341
2006-12-19,2.4,0,0,0,7.2,2.2,300,310,7.2,10.3,121,1413
2006-12-20,2.4,0,0,0,7.2,1.1,250,240,6.7,10.3,122,1557
2006-12-21,2.3,0,0,0,12.2,3.3,240,240,8,11.2,123,1527
2006-12-22,2.3,11.9,0,0,9.4,3.9,50,130,5.4,7.2,124,1561
2006-12-23,3,19.8,0,0,15,8.9,260,260,6.7,11.6,125,1376
2006-12-24,3.4,0,0,0,11.1,6.1,280,260,8.9,16.1,126,1077
2006-12-25,2.2,9.4,0,0,7.2,3.9,90,90,5.8,9.4,127,893
2006-12-26,3.3,2,0,0,11.7,6.1,300,290,6.7,10.7,128,1249
2006-12-27,3.4,0,0,0,6.1,3.3,270,280,9.4,12.5,129,1328
2006-12-28,2.3,0,0,0,8.9,2.2,240,250,5.8,9.4,130,1373
2006-12-29,2.1,0,0,0,8.9,2.8,60,60,5.4,6.7,131,1391
2006-12-30,2.1,0,0,0,8.3,1.1,300,300,6.7,11.6,132,1275
2006-12-31,2.1,0,0,0,7.2,0.6,150,360,5.8,9.4,133,1145
2007-01-01,1.7,38.6,0,0,13.3,7.2,170,180,6.3,10.7,134,2304
2007-01-02,3.8,0,0,0,10,5,310,300,8,14.8,135,1562
2007-01-03,2.6,0,0,0,11.1,3.3,240,360,6.7,12.5,136,1579
2007-01-04,3.6,0,0,0,13.3,6.1,240,240,7.2,11.2,137,1553
2007-01-05,2.6,0.8,0,0,16.7,11.7,240,240,7.6,12.5,138,1707
2007-01-06,3.4,0.3,0,0,22.2,12.2,270,290,9.8,14.8,139,1459
2007-01-07,2.7,4.3,0,0,12.2,6.7,300,320,7.2,13,140,1299
2007-01-08,3.6,31.8,0,0,13.3,3.3,280,270,8.9,14.3,141,1414
2007-01-09,3.1,0,0,0,6.7,1.1,250,260,8,12.5,142,1374
2007-01-10,3.6,0,0,0,2.2,-1.7,290,280,8,13.9,143,1512
2007-01-11,2.6,0,0,0,3.3,-3.3,220,230,7.2,11.6,144,1540
2007-01-12,3.4,0.3,0,0,8.9,2.8,230,230,7.2,12.5,145,1634
2007-01-13,2.6,1.5,0,0,13.3,7.2,240,250,5.8,10.3,146,1424
2007-01-14,1.9,2.3,0,0,7.8,5,50,330,5.4,13.4,147,1318
2007-01-15,1.7,1.5,0,0,13.9,4.4,50,50,5.8,8.9,148,1352
2007-01-16,4.3,0,0,0,12.8,-5.6,300,310,9.4,15.6,149,1454
2007-01-17,2.9,0,0,0,-1.7,-7.2,300,310,9.4,14.8,150,1368
2007-01-18,1.4,2.3,0,0,2.8,-3.9,180,180,5.4,8,151,1460
2007-01-19,3.4,2.3,8,0,5,-0.6,280,300,9.8,16.5,152,1554
2007-01-20,5.1,0.3,3,0,0,-6.1,300,320,9.8,18.3,153,1403
2007-01-21,1.6,0,0,0,-1.7,-7.2,310,300,6.3,9.4,154,1163
2007-01-22,0.8,0,0,0,0.6,-2.8,270,270,3.1,5.4,155,1298
2007-01-23,2.8,0,0,0,2.2,-2.2,280,310,6.3,9.8,156,1457
2007-01-24,2.6,0,0,0,4.4,0,260,320,5.8,8.9,157,1472
2007-01-25,2.2,0.3,3,0,1.1,-9.4,300,310,6.7,11.2,158,1336
2007-01-26,1,0,0,0,-5.6,-12.8,310,280,7.6,14.8,159,1305
2007-01-27,1.7,0.3,0,0,5,-6.7,240,180,5.4,8.9,160,1433
2007-01-28,1.7,1.3,10,0,5,-1.1,40,20,6.3,9.4,161,1264
2007-01-29,3.9,0.3,3,25,-1.1,-6.1,300,300,8,14.3,162,1192
2007-01-30,2.2,2.5,25,0,1.7,-6.1,240,230,7.2,12.5,163,1323
2007-01-31,3.6,1.5,15,25,0.6,-3.9,300,310,7.6,12.5,164,1347
2007-02-01,2.4,0,0,0,1.1,-3.3,230,200,6.7,11.2,165,1613
2007-02-02,1.5,5.8,0,0,3.3,0,270,270,4.5,7.2,166,1606
2007-02-03,3.9,0,0,0,1.7,-5,280,250,7.6,13.9,167,1277
2007-02-04,4.5,0,0,0,-2.2,-8.3,270,270,9.8,17,168,1067
2007-02-05,5,0,0,0,-7.8,-13.3,270,260,9.8,16.5,169,1142
2007-02-06,4,0,0,0,-3.9,-11.7,270,290,7.6,10.7,170,1229
2007-02-07,3.4,0,0,0,-3.9,-11.1,280,280,6.7,11.6,171,1397
2007-02-08,3.8,0,0,0,-2.2,-10,310,310,8.9,14.3,172,1399
2007-02-09,4.8,0,0,0,0,-7.8,280,320,8.9,13.9,173,1419
2007-02-10,2.9,0,0,0,0.6,-5,300,310,7.2,11.2,174,1364
2007-02-11,2.6,0,0,0,0.6,-7.2,260,250,6.7,10.3,175,1109
2007-02-12,2.6,0,0,0,4.4,-2.2,280,270,6.3,9.4,176,1296
2007-02-13,3.6,0.8,0,0,0,-5.6,80,80,8,11.6,177,1325
2007-02-14,6.2,23.9,51,0,-1.7,-8.9,50,300,11.6,17.4,178,1027
2007-02-15,4.7,0,0,51,-4.4,-9.4,280,310,7.6,15.6,179,1231
2007-02-16,4.4,0,0,51,-1.7,-10,280,260,8,13.9,180,1377
2007-02-17,2.9,0,0,51,1.7,-7.2,230,230,6.7,9.8,181,1267
2007-02-18,3.4,0,0,25,1.1,-7.8,300,290,9.4,17.4,182,1139
2007-02-19,4.3,0,0,0,-1.1,-11.1,310,310,10.3,16.5,183,1092
2007-02-20,2.7,2.5,0,0,8.3,-1.7,240,230,5.8,10.7,184,1424
2007-02-21,1.3,0.3,0,0,9.4,3.9,20,210,5.4,11.2,185,1441
2007-02-22,2.4,5.3,0,0,7.2,2.2,310,310,6.3,10.7,186,1293
2007-02-23,5.2,0,0,0,3.9,-5.6,300,320,9.8,15.6,187,1386
2007-02-24,4.3,0,0,0,5.6,-6.7,300,300,9.8,17,188,1357
2007-02-25,1.8,4.8,30,0,2.8,-4.4,60,330,6.3,13.9,189,1168
2007-02-26,2.5,7.1,15,51,2.2,-1.1,60,60,7.2,10.7,190,1270
2007-02-27,0.9,0,0,51,6.1,1.1,250,360,3.6,8.9,191,1472
2007-02-28,2.2,0,0,0,7.8,1.7,300,320,5.4,8,192,1498
2007-03-01,2,3.6,0,0,7.8,0.6,80,90,5.4,11.2,193,1751
2007-03-02,3.2,61.2,0,0,14.4,1.7,270,280,8,16.5,194,1500
2007-03-03,2.1,0,0,0,15,4.4,280,290,7.6,13.9,195,1455
2007-03-04,3.9,0,0,0,4.4,0.6,280,260,7.6,13,196,1233
2007-03-05,4.5,0,0,0,5,-6.1,270,310,9.8,18.3,197,1276
2007-03-06,5.5,0,0,0,-6.1,-11.7,300,330,10.7,17.4,198,1171
2007-03-07,1.8,1,13,0,-5,-11.1,310,300,4.5,7.6,199,1385
2007-03-08,3.3,0,0,0,1.1,-7.8,310,310,8,13.9,200,1370
2007-03-09,2,0,0,0,1.7,-10.6,150,250,5.8,8,201,1544
2007-03-10,2.1,1.8,0,0,13.9,0,190,170,5.8,10.3,202,1450
2007-03-11,3,4.1,0,0,10,3.3,300,290,6.7,11.2,203,1222
2007-03-12,1.7,0,0,0,13.9,2.2,230,240,6.3,8.9,204,1416
2007-03-13,1.3,0,0,0,13.9,6.1,250,250,5.8,8.9,205,1518
2007-03-14,1.6,0,0,0,21.1,7.8,160,260,5.4,8,206,1583
2007-03-15,2.8,8.1,0,0,19.4,2.2,10,10,8.9,13.9,207,1514
2007-03-16,5.5,51.6,140,0,2.2,-3.3,50,50,10.3,13.4,208,1203
2007-03-17,3.9,0.8,0,127,3.3,-3.9,300,310,7.6,12.5,209,1005
2007-03-18,4.3,0,0,76,3.9,-2.8,310,300,8.9,15.6,210,1140
2007-03-19,2.9,0,0,25,6.1,-1.1,240,150,7.6,10.7,211,1247
2007-03-20,3.4,0,0,25,10,0.6,300,300,7.2,13.4,212,1516
2007-03-21,3,0,0,0,4.4,-3.3,30,30,7.2,10.3,213,1391
2007-03-22,2.9,0.5,0,0,19.4,4.4,240,240,7.2,11.2,214,1566
2007-03-23,1.6,2.3,0,0,16.1,10.6,240,240,6.7,11.6,215,1562
2007-03-24,2.6,0.8,0,0,12.2,5.6,60,160,7.6,11.2,216,1384
2007-03-25,2.6,0,0,0,12.2,3.3,70,60,6.7,9.4,217,1292
2007-03-26,2.6,0,0,0,12.2,3.9,140,240,6.3,10.3,218,1423
2007-03-27,2.4,0.3,0,0,25.6,10,350,360,7.2,11.6,219,1460
2007-03-28,2.6,0,0,0,18.3,7.2,20,40,7.2,10.3,220,1526
2007-03-29,2.7,0,0,0,13.9,3.3,360,360,8,13.9,221,1392
2007-03-30,1.7,0,0,0,20,3.9,300,350,5.8,9.8,222,1558
2007-03-31,2.2,0,0,0,15.6,6.1,160,170,6.7,8.9,223,1335
2007-04-01,2.4,1.5,0,0,10,5.6,100,70,6.7,8,224,1541
2007-04-02,1.9,1.5,0,0,13.3,5.6,50,120,4,5.8,225,1322
2007-04-03,2.1,0,0,0,17.2,5.6,130,140,7.6,11.2,226,1299
2007-04-04,3.2,21.6,0,0,5.6,4.4,70,100,8,11.6,227,1255
2007-04-05,4.1,0,0,0,6.7,1.1,280,280,8.9,16.5,228,1358
2007-04-06,2.4,0,0,0,5.6,-0.6,280,260,6.7,10.7,229,1363
2007-04-07,2.8,0,0,0,6.1,-0.6,260,250,6.7,10.7,230,1395
2007-04-08,3.7,0,0,0,5,-1.1,280,270,8,13.4,231,1044
2007-04-09,2.9,0,0,0,9.4,0,310,300,6.7,10.3,232,1190
2007-04-10,2.7,0,0,0,10.6,0.6,280,290,6.7,10.7,233,1380
2007-04-11,2.1,0,0,0,10,2.2,150,160,6.3,9.4,234,1447
2007-04-12,3.6,35.1,0,0,6.7,3.9,50,90,8.9,13.4,235,1305
2007-04-13,4.5,0,0,0,9.4,5.6,290,270,9.8,16.1,236,1591
2007-04-14,2.5,0,0,0,13.3,4.4,290,280,7.2,10.7,237,1424
2007-04-15,3.2,192.3,0,0,12.8,4.4,130,110,8,13.9,238,1109
2007-04-16,3.3,22.9,0,0,8.9,3.3,280,300,6.7,11.2,239,1293
2007-04-17,4.2,1,0,0,10.6,5.6,360,40,8,13.4,240,1556
2007-04-18,3.3,0,0,0,10.6,5.6,360,30,7.6,13,241,1530
2007-04-19,2.3,0.3,0,0,16.1,7.2,140,150,6.7,9.4,242,1530
2007-04-20,2.4,0,0,0,21.7,6.7,40,30,7.6,10.3,243,1705
2007-04-21,1,0,0,0,26.1,7.2,40,270,4.5,6.3,244,1401
2007-04-22,1.4,0,0,0,25.6,12.8,150,160,6.7,9.8,245,1313
2007-04-23,2.8,0,0,0,30,14.4,240,230,7.2,13.4,246,1444
2007-04-24,2.7,0,0,0,24.4,14.4,270,240,6.3,10.7,247,1571
2007-04-25,3.1,3.6,0,0,19.4,8.3,40,30,6.3,8,248,1526
2007-04-26,2.1,0,0,0,16.1,7.8,170,170,6.7,9.8,249,1546
2007-04-27,1.4,51.8,0,0,13.3,8.3,100,110,5.4,8,250,1534
2007-04-28,1.8,0,0,0,21.7,12.2,220,240,6.3,10.7,251,1533
2007-04-29,2.2,0,0,0,19.4,12.8,300,280,4.5,8,252,1301
2007-04-30,3.3,0,0,0,26.7,11.1,280,280,9.4,15.6,253,1494
2007-05-01,1.6,8.1,0,0,21.7,10.6,250,180,5.8,7.6,254,1859
2007-05-02,1.7,2.5,0,0,20,10,50,170,5.4,9.4,255,1567
2007-05-03,1.3,0,0,0,22.2,10.6,40,150,4.5,7.6,256,1575
2007-05-04,1.7,0,0,0,21.7,10,280,340,5.8,9.8,257,1580
2007-05-05,2,0,0,0,22.8,10.6,10,360,7.2,11.6,258,1510
2007-05-06,3.3,0,0,0,17.2,7.8,50,50,8.9,14.8,259,1306
2007-05-07,1.8,0,0,0,19.4,6.7,50,20,6.3,8,260,1487
2007-05-08,1.1,0,0,0,22.2,8.3,160,160,5.8,9.4,261,1409
2007-05-09,2.2,0,0,0,28.3,13.9,240,240,5.8,11.2,262,1580
2007-05-10,2,0,0,0,25,16.1,150,150,5.8,9.4,263,1602
2007-05-11,0.8,4.8,0,0,25,15.6,60,40,6.3,8,264,1615
2007-05-12,2.5,4.6,0,0,23.3,11.7,170,170,6.3,10.7,265,1582
2007-05-13,3,0,0,0,20,9.4,30,20,7.2,11.6,266,1261
2007-05-14,2.5,0,0,0,21.1,9.4,240,240,5.8,10.3,267,1522
2007-05-15,3.3,0,0,0,28.9,13.3,250,260,7.6,13,268,1689
2007-05-16,2.6,21.1,0,0,29.4,15,270,270,9.8,17.9,269,1581
2007-05-17,2,0,0,0,20.6,12.2,50,300,5.4,9.4,270,1616
2007-05-18,3.2,0,0,0,12.2,8.9,50,40,9.4,13,271,1650
2007-05-19,1.7,5.3,0,0,13.9,10,40,320,5.8,9.8,272,1311
2007-05-20,2.9,0.5,0,0,23.9,10.6,250,250,6.7,11.2,273,1382
2007-05-21,1.8,0,0,0,21.7,11.7,300,300,6.7,11.2,274,1435
2007-05-22,1.8,0,0,0,24.4,11.7,150,140,5.8,8,275,1595
2007-05-23,1.6,0,0,0,23.3,12.8,180,250,6.3,11.2,276,1603
2007-05-24,2.8,0,0,0,28.9,14.4,250,240,5.8,9.8,277,1567
2007-05-25,2,0,0,0,32.2,17.8,250,230,5.4,8.9,278,1628
2007-05-26,1.8,0,0,0,29.4,21.7,310,290,4.5,9.4,279,1444
2007-05-27,1.5,0.8,0,0,30,18.9,250,230,6.3,10.3,280,1287
2007-05-28,1.8,0,0,0,28.3,19.4,250,250,5.8,9.8,281,1308
2007-05-29,1.3,0,0,0,26.7,16.1,40,30,5.4,8,282,1646
2007-05-30,0.8,0,0,0,28.9,16.1,250,260,3.6,6.3,283,1592
2007-05-31,2,0,0,0,32.8,17.8,70,80,6.7,10.3,284,1557
2007-06-01,1.3,0,0,0,31.1,17.8,10,20,4.5,7.6,285,1960
2007-06-02,1.7,0,0,0,31.7,21.7,200,180,5.4,10.3,286,1540
2007-06-03,2.1,41.1,0,0,26.1,17.2,110,120,6.3,13.4,287,1270
2007-06-04,2.4,58.2,0,0,21.1,15.6,60,50,7.2,10.7,288,1337
2007-06-05,2.7,0,0,0,27.2,18.9,260,270,6.7,13.4,289,1714
2007-06-06,2.2,0,0,0,21.7,13.3,270,280,8,11.6,290,1627
2007-06-07,0.9,0,0,0,23.9,12.2,160,180,4.5,8.9,291,1506
2007-06-08,1.1,0,0,0,29.4,17.8,170,170,5.8,8,292,1630
2007-06-09,2.6,0.3,0,0,27.8,18.3,50,30,6.7,9.8,293,1421
2007-06-10,1,0,0,0,22.2,16.7,50,110,4,5.8,294,1422
2007-06-11,1.9,0.8,0,0,28.9,17.2,50,40,7.6,12.5,295,1486
2007-06-12,1,30,0,0,28.3,18.3,350,40,6.3,10.7,296,1591
2007-06-13,3.1,0,0,0,18.9,13.9,60,100,6.7,10.3,297,1619
2007-06-14,2.4,0,0,0,17.8,13.3,50,50,6.7,9.4,298,1588
2007-06-15,1.6,0,0,0,23.3,15,150,150,4.5,7.2,299,1693
2007-06-16,1.3,1,0,0,27.2,15.6,240,250,4.5,7.6,300,1454
2007-06-17,1.7,0,0,0,30,18.9,290,260,5.4,8.9,301,1352
2007-06-18,1.8,0,0,0,28.9,20,150,160,5.4,7.6,302,1520
2007-06-19,1.6,8.4,0,0,26.7,18.9,160,170,5.8,9.8,303,1552
2007-06-20,2.1,3.6,0,0,25.6,19.4,310,290,5.8,10.7,304,1623
2007-06-21,2.1,4.6,0,0,26.7,15.6,360,250,6.7,11.2,305,1524
2007-06-22,2.9,0,0,0,23.3,16.1,290,280,7.2,15.6,306,1536
2007-06-23,2,0,0,0,23.3,13.3,270,260,6.3,10.3,307,1633
2007-06-24,1.4,0,0,0,27.2,13.9,280,260,4.5,7.2,308,1417
2007-06-25,1.8,0,0,0,26.7,19.4,220,250,5.4,9.4,309,1494
2007-06-26,2,0,0,0,32.8,22.2,170,170,5.4,8.9,310,1533
2007-06-27,1.7,17.5,0,0,32.2,21.1,360,20,7.6,14.3,311,1563
2007-06-28,2.3,0.8,0,0,30.6,21.1,300,320,6.3,10.7,312,1452
2007-06-29,1.2,0,0,0,25,19.4,30,20,4.5,6.7,313,1548
2007-06-30,1.3,0.3,0,0,27.2,17.2,340,10,4.5,8.9,314,1472
2007-07-01,2.3,0,0,0,23.3,16.1,40,40,5.8,10.7,315,1698
2007-07-02,1.3,0,0,0,23.3,13.9,340,280,5.8,8.9,316,1400
2007-07-03,1.4,0,0,0,26.7,15.6,240,200,4.5,8.9,317,1599
2007-07-04,2.6,1.8,0,0,21.7,18.3,240,170,5.8,9.8,318,1440
2007-07-05,2.1,33,0,0,25.6,19.4,230,240,5.8,9.8,319,1524
2007-07-06,1.2,0.8,0,0,28.3,19.4,40,260,5.8,11.2,320,1523
2007-07-07,1.7,0,0,0,29.4,19.4,250,290,5.8,8.9,321,1479
2007-07-08,2.3,0,0,0,31.7,21.7,260,250,6.3,11.2,322,1335
2007-07-09,1.7,0,0,0,33.3,24.4,260,260,5.8,9.4,323,1349
2007-07-10,1.6,0,0,0,33.3,23.3,150,180,5.8,9.8,324,1570
2007-07-11,1.5,25.7,0,0,29.4,21.1,150,280,5.4,9.4,325,1506
2007-07-12,2.2,0,0,0,26.7,18.9,260,360,5.4,8.9,326,1590
2007-07-13,1.7,0,0,0,27.2,20.6,280,300,6.7,8.9,327,1611
2007-07-14,1.3,0,0,0,28.9,18.9,170,170,4.5,9.8,328,1525
2007-07-15,2.1,0.3,0,0,31.1,22.2,240,170,5.8,9.8,329,1379
2007-07-16,1.6,0,0,0,27.8,21.7,20,40,4,6.7,330,1473
2007-07-17,0.9,0,0,0,31.1,20.6,150,140,4.5,7.2,331,1529
2007-07-18,1.4,40.4,0,0,25.6,20.6,30,340,5.8,10.7,332,1482
2007-07-19,1.5,4.8,0,0,28.3,21.1,250,280,5.8,12.5,333,1473
2007-07-20,3,0,0,0,25.6,19.4,280,290,7.2,11.6,334,1709
2007-07-21,2.4,0,0,0,27.8,17.2,50,50,7.2,10.7,335,1576
2007-07-22,2.2,0,0,0,28.3,20,50,30,5.8,8,336,1429
